"author/blue_verified","author/can_dm","author/description","author/image","author/name","author/rest_id","author/screen_name","author/sub_count","bookmarks","conversation_id","created_at","display_text","entities/hashtags/0/indices/0","entities/hashtags/0/indices/1","entities/hashtags/0/text","entities/hashtags/1/indices/0","entities/hashtags/1/indices/1","entities/hashtags/1/text","entities/media/0/additional_media_info/monetizable","entities/media/0/display_url","entities/media/0/expanded_url","entities/media/0/ext_alt_text","entities/media/0/ext_media_availability/status","entities/media/0/features/large/faces/0/h","entities/media/0/features/large/faces/0/w","entities/media/0/features/large/faces/0/x","entities/media/0/features/large/faces/0/y","entities/media/0/features/medium/faces/0/h","entities/media/0/features/medium/faces/0/w","entities/media/0/features/medium/faces/0/x","entities/media/0/features/medium/faces/0/y","entities/media/0/features/orig/faces/0/h","entities/media/0/features/orig/faces/0/w","entities/media/0/features/orig/faces/0/x","entities/media/0/features/orig/faces/0/y","entities/media/0/features/small/faces/0/h","entities/media/0/features/small/faces/0/w","entities/media/0/features/small/faces/0/x","entities/media/0/features/small/faces/0/y","entities/media/0/id_str","entities/media/0/indices/0","entities/media/0/indices/1","entities/media/0/media_key","entities/media/0/media_results/result/media_key","entities/media/0/media_url_https","entities/media/0/original_info/focus_rects/0/h","entities/media/0/original_info/focus_rects/0/w","entities/media/0/original_info/focus_rects/0/x","entities/media/0/original_info/focus_rects/0/y","entities/media/0/original_info/focus_rects/1/h","entities/media/0/original_info/focus_rects/1/w","entities/media/0/original_info/focus_rects/1/x","entities/media/0/original_info/focus_rects/1/y","entities/media/0/original_info/focus_rects/2/h","entities/media/0/original_info/focus_rects/2/w","entities/media/0/original_info/focus_rects/2/x","entities/media/0/original_info/focus_rects/2/y","entities/media/0/original_info/focus_rects/3/h","entities/media/0/original_info/focus_rects/3/w","entities/media/0/original_info/focus_rects/3/x","entities/media/0/original_info/focus_rects/3/y","entities/media/0/original_info/focus_rects/4/h","entities/media/0/original_info/focus_rects/4/w","entities/media/0/original_info/focus_rects/4/x","entities/media/0/original_info/focus_rects/4/y","entities/media/0/original_info/height","entities/media/0/original_info/width","entities/media/0/sizes/large/h","entities/media/0/sizes/large/resize","entities/media/0/sizes/large/w","entities/media/0/sizes/medium/h","entities/media/0/sizes/medium/resize","entities/media/0/sizes/medium/w","entities/media/0/sizes/small/h","entities/media/0/sizes/small/resize","entities/media/0/sizes/small/w","entities/media/0/sizes/thumb/h","entities/media/0/sizes/thumb/resize","entities/media/0/sizes/thumb/w","entities/media/0/type","entities/media/0/url","entities/media/0/video_info/aspect_ratio/0","entities/media/0/video_info/aspect_ratio/1","entities/media/0/video_info/duration_millis","entities/media/0/video_info/variants/0/bitrate","entities/media/0/video_info/variants/0/content_type","entities/media/0/video_info/variants/0/url","entities/media/0/video_info/variants/1/bitrate","entities/media/0/video_info/variants/1/content_type","entities/media/0/video_info/variants/1/url","entities/media/0/video_info/variants/2/bitrate","entities/media/0/video_info/variants/2/content_type","entities/media/0/video_info/variants/2/url","entities/media/0/video_info/variants/3/bitrate","entities/media/0/video_info/variants/3/content_type","entities/media/0/video_info/variants/3/url","entities/urls/0/display_url","entities/urls/0/expanded_url","entities/urls/0/indices/0","entities/urls/0/indices/1","entities/urls/0/url","entities/user_mentions/0/id_str","entities/user_mentions/0/indices/0","entities/user_mentions/0/indices/1","entities/user_mentions/0/name","entities/user_mentions/0/screen_name","entities/user_mentions/1/id_str","entities/user_mentions/1/indices/0","entities/user_mentions/1/indices/1","entities/user_mentions/1/name","entities/user_mentions/1/screen_name","id","lang","likes","media/photo/0/id","media/photo/0/media_url_https","media/video/0/aspect_ratio/0","media/video/0/aspect_ratio/1","media/video/0/duration","media/video/0/id","media/video/0/media_url_https","media/video/0/original_info/height","media/video/0/original_info/width","media/video/0/variants/0/bitrate","media/video/0/variants/0/content_type","media/video/0/variants/0/url","media/video/0/variants/1/bitrate","media/video/0/variants/1/content_type","media/video/0/variants/1/url","media/video/0/variants/2/bitrate","media/video/0/variants/2/content_type","media/video/0/variants/2/url","media/video/0/variants/3/bitrate","media/video/0/variants/3/content_type","media/video/0/variants/3/url","place/country","place/country_code","place/full_name","place/more_data_url","place/name","place/place_type","quotes","replies","retweets","status","text","views"
"false","true","Recluse, science in the desert. What are friends. The night sky 50 miles from civilization. Life is the only truth. A future in the stars.","https://pbs.twimg.com/profile_images/1591150530402914312/ZYxXAP13_normal.jpg","Joycjoint","1016039285315833860","joycjoint","255","0","1498387536032399361","Sun Jun 11 21:02:43 +0000 2023","@elonmusk where are the community notes on this. Talk about misinformation. All everyone is talking about is the problems with the shot, including those in pregnant women. Can the government say whatever they want even against the obvious facts? Are they above moderation? SMH.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","44196397","8","17","Elon Musk","elonmusk","1668000833835872257","en","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2","1","active","@CDCgov @elonmusk where are the community notes on this. Talk about misinformation. All everyone is talking about is the problems with the shot, including those in pregnant women. Can the government say whatever they want even against the obvious facts? Are they above moderation? SMH.","298"
"false","false","1989年6月4日，反抗独裁专制权贵统治的中国人被中共暴政镇压，但从此埋下一粒粒火种。2020年的6月4日，全球反抗共产党暴政的中国人在Miles Guo引领下，建立了自己的准国家新中国联邦。。。一切都已经开始！","https://pbs.twimg.com/profile_images/2061176547298676737/Pl5HXNeN_normal.jpg","BoLu文龍","1134573812111020032","BoLu213","33341","0","1498387536032399361","Sun Jun 11 20:23:40 +0000 2023","Vaccinations are no longer mandatory all over the world. Why is CDC still forcing immigrant visas to be vaccinated?! What are you insisting on? ! for what? !
https://t.co/LMcSTiHtRG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cdc.gov/immigrantrefug…","https://www.cdc.gov/immigrantrefugeehealth/panel-physicians/vaccinations.html?CDC_AA_refVal=https%3A%2F%2Fwww.cdc.gov%2Fimmigrantrefugeehealth%2Fpanel-physicians%2Fcovid-19-technical-instructions.html#covid-19-vaccination","166","189","https://t.co/LMcSTiHtRG","146569971","0","7","CDC","CDCgov",,,,,,"1667991007604928513","en","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","1","active","@CDCgov Vaccinations are no longer mandatory all over the world. Why is CDC still forcing immigrant visas to be vaccinated?! What are you insisting on? ! for what? !
https://t.co/LMcSTiHtRG","275"
"false","true","WHRPC _ SAVE NATION , SAVE LIVING BEINGS, SAVE HUMAN, SAVE NATURE , SAVE RELIGION, CARE HUMANITY.","https://pbs.twimg.com/profile_images/1555862134977855489/NJILbR4o_normal.jpg","Pragnesh","700614061340266496","PragneshMehta4","446","0","1498387536032399361","Mon Feb 28 20:28:48 +0000 2022","Expose Experimental reports please. Any surity pl confirm in written.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1498394776403845120","en","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Expose Experimental reports please. Any surity pl confirm in written.",
"true","false","Quantum observer, conscious commerce pioneer, peace advocate, change agent, connector, global citizen, on and off Planet social entrepreneur","https://pbs.twimg.com/profile_images/1449054484387278848/orEyyXCN_normal.jpg","bannk88","17797654","bakelso","2167","0","1498387536032399361","Tue Jun 13 18:15:51 +0000 2023","Nuremberg 2 is coming sooner than later",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1668683616224681998","en","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Nuremberg 2 is coming sooner than later","118"
"false","true","Cister","https://pbs.twimg.com/profile_images/1893932034596175873/L6jdxpeK_normal.jpg","Fur Real 😷","1413385843205713926","MadMommyMagic","42","0","1498387536032399361","Mon Feb 28 20:16:30 +0000 2022","Cool, and even though they are high risk and have to regularly go to healthcare facilities, masks aren't necessary, right?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1498391682420719620","en","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","4","0","active","@CDCgov Cool, and even though they are high risk and have to regularly go to healthcare facilities, masks aren't necessary, right?",
"false","false","geopol observer | YNWA | stem enjoyer","https://pbs.twimg.com/profile_images/1828181575604879360/ot4Bhcof_normal.jpg","john doe","1449351015896059913","TomTucker_","225","0","1498387536032399361","Mon Jun 12 00:55:41 +0000 2023","Somebody save this post before they delete it",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1668059461204819968","en","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Somebody save this post before they delete it","383"
"false","false","Be strong and courageous. Do not fear or be in dread of them, for it is the Lord your God who goes with you. He will not leave you or forsake you","https://pbs.twimg.com/profile_images/1683471102683631617/MpMhKtJl_normal.jpg","Me&G0d","1653435389187588098","Child0fSource","5077","0","1498387536032399361","Sun Jun 11 07:11:39 +0000 2023","Satanic murderers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1667791691095343104","en","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Satanic murderers","132"
"false","false","🇺🇸Anti-vax💉anti-pharma🐍anti-medical-establishment🥼anti-thugs🥷🏼anti-censorship🚫pro-actual-science🔬Pronouns, nor/mal🇺🇸","https://pbs.twimg.com/profile_images/1215080192441552897/4-2641Zl_normal.jpg","Jerry KanttakethisBSanymore","1215079702316097539","JKerzinski","1917","0","1498387536032399361","Mon Jun 12 03:12:28 +0000 2023","",,,,,,,,"pic.x.com/nXznZHcV4P","https://x.com/JKerzinski/status/1668093886537818112/photo/1",,"Available",,,,,,,,,,,,,,,,,"1668093883291508736","8","31","3_1668093883291508736","3_1668093883291508736","https://pbs.twimg.com/media/FyZCjIWXoAAit7o.jpg","420","750","0","0","497","497","127","0","497","436","157","0","497","249","251","0","497","750","0","0","497","750","497","fit","750","497","fit","750","451","fit","680","150","crop","150","photo","https://t.co/nXznZHcV4P",,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1668093886537818112","qme","7","1668093883291508736","https://pbs.twimg.com/media/FyZCjIWXoAAit7o.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","0","active","@CDCgov https://t.co/nXznZHcV4P","124"
"false","false","God leads my family and me. Conservative, pro-2nd amendment, concerned about the lack of justice for criminals, including politicians. Close the border.","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","J linc","868091701600059393","Jclinc19","1912","0","1498387536032399361","Mon Jun 12 12:53:31 +0000 2023","How evil do you have to be to keep pushing this?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1668240110603882498","en","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov How evil do you have to be to keep pushing this?","62"
"true","false","Disgruntled Veteran. You can DM me but there’s a 99.9% chance I’ll ignore it.","https://pbs.twimg.com/profile_images/1724136589532483584/5SKJzMW4_normal.jpg","Lazy Wastelander","1520095087388147713","LazyWastelander","1429","0","1498387536032399361","Sun Jun 11 12:47:30 +0000 2023","Literally no one believes you anymore.",,,,,,,,"pic.x.com/QHx5MHACZl","https://x.com/LazyWastelander/status/1667876208225255424/photo/1",,"Available",,,,,,,,,,,,,,,,,"1667876203024244738","47","70","16_1667876203024244738","16_1667876203024244738","https://pbs.twimg.com/tweet_video_thumb/FyV8keKWYAIaHOi.jpg",,,,,,,,,,,,,,,,,,,,,"240","320","240","fit","320","240","fit","320","240","fit","320","150","crop","150","animated_gif","https://t.co/QHx5MHACZl","4","3",,"0","video/mp4","https://video.twimg.com/tweet_video/FyV8keKWYAIaHOi.mp4",,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1667876208225255424","en","6",,,"4","3",,"1667876203024244738","https://pbs.twimg.com/tweet_video_thumb/FyV8keKWYAIaHOi.jpg","240","320","0","video/mp4","https://video.twimg.com/tweet_video/FyV8keKWYAIaHOi.mp4",,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Literally no one believes you anymore. https://t.co/QHx5MHACZl","46"
"false","false","government lies to you all the time. mainstream media is a joke. focus on freedom and liberty and you will be looking in the right direction","https://pbs.twimg.com/profile_images/1884014721495396352/q8cLVGr2_normal.jpg","Ronald Habakus : Democrats are the party of murder","1593684945142259715","RHabakus","1790","0","1498387536032399361","Thu Jun 15 11:51:12 +0000 2023","The CDC is a disgrace it must be dismantled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1669311592624685057","en","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov The CDC is a disgrace it must be dismantled","82"
"false","true","""Fear an old man in a profession where men die young.""  🇺🇸","https://pbs.twimg.com/profile_images/1571964419000893440/gWen7X00_normal.jpg","Alex'sGhost","1557101967838654465","MozartsTrump","3367","0","1498387536032399361","Thu Jun 15 01:08:26 +0000 2023","I'm old enough to remember when the CDC warned pregnant women not to take any vaccines or medications at all - except Tylenol, and even that turned out to be a mistake. What happened to you people?   ...oh. 👇",,,,,,,,"pic.x.com/QGN4DNpuvh","https://x.com/MozartsTrump/status/1669149832966184961/photo/1",,"Available",,,,,,,,,,,,,,,,,"1669149371546611712","217","240","3_1669149371546611712","3_1669149371546611712","https://pbs.twimg.com/media/FyoCgogaMAAopni.jpg","278","496","0","0","496","496","0","0","496","435","0","0","496","248","86","0","496","496","0","0","496","496","496","fit","496","496","fit","496","496","fit","496","150","crop","150","photo","https://t.co/QGN4DNpuvh",,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1669149832966184961","en","4","1669149371546611712","https://pbs.twimg.com/media/FyoCgogaMAAopni.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","1","active","@CDCgov I'm old enough to remember when the CDC warned pregnant women not to take any vaccines or medications at all - except Tylenol, and even that turned out to be a mistake. What happened to you people?   ...oh. 👇 https://t.co/QGN4DNpuvh","39"
"false","false","Be strong and courageous. Do not fear or be in dread of them, for it is the Lord your God who goes with you. He will not leave you or forsake you","https://pbs.twimg.com/profile_images/1683471102683631617/MpMhKtJl_normal.jpg","Me&G0d","1653435389187588098","Child0fSource","5077","0","1498387536032399361","Sun Jun 11 19:30:51 +0000 2023","you are DEEPLY EVIL👿",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1667977714593153029","en","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov you are DEEPLY EVIL👿","226"
"false","false","Christian, married,  mom, thankful to all my followers, MAGA MAHA Make CT income tax free, safe for children and healthy for all.","https://pbs.twimg.com/profile_images/972053488736849920/WtFlgZN7_normal.jpg","Denise Ann TRUMP","3833913915","hersheydenise1","10877","0","1498387536032399361","Mon Jun 12 08:57:12 +0000 2023","Big pharm needs to go broke",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1668180640787832835","en","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Big pharm needs to go broke","124"
"false","false","Science and medicine are corrupt. Informed consent is STILL sacrosanct.
RN who misses ethics and evidence based practice. 
🛑the💉","https://pbs.twimg.com/profile_images/1835088512116301824/LjNwNPlN_normal.jpg","The Murphie","1518921809827086336","murphieturphie","419","0","1498387536032399361","Wed Jun 14 09:36:22 +0000 2023","Shame on you.",,,,,,,,"pic.x.com/qleuf85euT","https://x.com/murphieturphie/status/1668915273850576898/photo/1",,"Available","52","52","270","371","52","52","270","371","52","52","270","371","36","36","189","260","1668915272248352770","22","45","3_1668915272248352770","3_1668915272248352770","https://pbs.twimg.com/media/FyktmQqWYAIKups.jpg","465","830","0","34","830","830","0","0","946","830","0","0","969","485","173","0","969","830","0","0","969","830","969","fit","830","969","fit","830","680","fit","582","150","crop","150","photo","https://t.co/qleuf85euT",,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1668915273850576898","en","4","1668915272248352770","https://pbs.twimg.com/media/FyktmQqWYAIKups.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Shame on you. https://t.co/qleuf85euT","68"
"false","true","WHRPC _ SAVE NATION , SAVE LIVING BEINGS, SAVE HUMAN, SAVE NATURE , SAVE RELIGION, CARE HUMANITY.","https://pbs.twimg.com/profile_images/1555862134977855489/NJILbR4o_normal.jpg","Pragnesh","700614061340266496","PragneshMehta4","446","0","1498387536032399361","Mon Feb 28 20:30:40 +0000 2022","Watch #VAERS","14","20","VAERS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1498395249538117632","en","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Watch #VAERS",
"true","false","1","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","squirrelgonenuts","1267975752215134208","squirrelgonenu1","162","0","1498387536032399361","Sun Jun 11 13:20:18 +0000 2023","Feel free to share the evidence, because so far everything shows you're wrong.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1667884463756328961","en","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Feel free to share the evidence, because so far everything shows you're wrong.","116"
"false","false","Long-term sky watcher, photographer, writer, artist, gardener, researcher; weather observer.  40+ yr recorder of the aurora & advocate of dark sky & freedom.","https://pbs.twimg.com/profile_images/449398259182600193/70pS0yOJ_normal.jpeg","Jay Brausch","2212563086","BigDogStar","3776","0","1498387536032399361","Mon Jun 12 17:22:53 +0000 2023","""Safe and effective vaccines"" -- opinion of the ""expert"" motivated by money.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1668307899960168448","en","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov ""Safe and effective vaccines"" -- opinion of the ""expert"" motivated by money.","216"
"false","false","Most terrifying words in English. 'We're from the government. We're here to help'.","https://pbs.twimg.com/profile_images/2006282260195274752/ci5Wzvz7_normal.jpg","Pure Blood","353017226","cirowallstreet","389","0","1498387536032399361","Sun Jun 11 10:17:42 +0000 2023","GFY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1667838510181801984","und","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov GFY","465"
"false","true","","https://pbs.twimg.com/profile_images/1627035063761403909/XpZOPxxk_normal.jpg","Rubber Toe","1619168851542904832","RubberToe85","260","0","1498387536032399361","Fri Jun 16 23:49:34 +0000 2023","German study shows gas chambers are safe are and effective. Just make sure to drop off all of your valuables with the front desk, first.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1669854763901411328","en","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov German study shows gas chambers are safe are and effective. Just make sure to drop off all of your valuables with the front desk, first.","33"
"false","false","","https://pbs.twimg.com/profile_images/1634577131014594561/mxctaOyp_normal.jpg","Lovebites65","1634576944712011776","Lovebites1865","37","0","1498387536032399361","Thu Jun 15 20:22:34 +0000 2023","The CDC no longer has credibility.  Every woman that lost a child after being poisoned by your ""safe"" jab should be able to sue the CDC and the FDA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1669440282797154305","en","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov The CDC no longer has credibility.  Every woman that lost a child after being poisoned by your ""safe"" jab should be able to sue the CDC and the FDA.","35"
"false","false","","https://pbs.twimg.com/profile_images/1754592044528304130/9dzSxKZv_normal.jpg","Ban the WEF 🚜","1656361077750345730","SSOA_RDF","224","0","1498387536032399361","Sun Jun 11 12:33:54 +0000 2023","The look on her face. Did she know?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1667872787472564225","en","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov The look on her face. Did she know?","150"
"false","false","I don't check DMs unless prompted.  

I unfollow anyone re-posting Musk or Trump","https://pbs.twimg.com/profile_images/1902596009877721088/NkydH1Qh_normal.jpg","DanaJ","1166031934339858433","DanaJ2023","4274","0","1498387536032399361","Tue Jun 13 20:30:00 +0000 2023","Growing evidence shows you're a crooked liar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1668717378572517377","en","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Growing evidence shows you're a crooked liar","41"
"false","true","Freelance data hardware tech, 3D modeler, sculptor and game designer.","https://pbs.twimg.com/profile_images/1957242822387523584/ZRWoWPfc_normal.jpg","LoopZoop","1162519652997750789","HeadZonkStudios","820","0","1498387536032399361","Mon Jun 12 00:10:31 +0000 2023","Why do you keep trying? You've failed every step of the way.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1668048093986582531","en","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Why do you keep trying? You've failed every step of the way.","235"
"true","true","Lover of animals, nature, outdoors, the cosmos, the beauty in all things. Stuck in earth-suit for now...where the Spirit of the Lord is, there is freedom✨💖🇺🇸","https://pbs.twimg.com/profile_images/1327999973451919360/NZBsdqyh_normal.jpg","Terri","1246824142638215169","Terri143319344","814","0","1498387536032399361","Wed Jun 14 04:45:09 +0000 2023","Flat out lying, unbelievable, shameful. Praying for justice sooner than later!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1668841986265341953","en","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Flat out lying, unbelievable, shameful. Praying for justice sooner than later!","46"
"false","false","","https://pbs.twimg.com/profile_images/1963732725870764032/Of42S-hN_normal.jpg","Steve McCallum","1601714803055247361","Shinkicker64","138","0","1498387536032399361","Thu Jun 15 08:17:07 +0000 2023","""Growing "" evidence is the language of experimentation. No long term evidence whatsoever.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1669257716819279872","en","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","0","active","@CDCgov ""Growing "" evidence is the language of experimentation. No long term evidence whatsoever.","100"
"false","false","🪷 https://t.co/lAjEUz49kn #vaccinate #healthcareisaright #cannabisismedicine #believewomen #antinazi #eyedoctor #quaktheist #union #renewable #loveislove","https://pbs.twimg.com/profile_images/1797704615258935297/jbc6-38__normal.jpg","🇺🇦godhatesyeest🇮🇱","1446201875389374476","godhatesyeest","707","0","1498387536032399361","Mon Feb 28 20:03:26 +0000 2022","just fyi dr __________ md is redundant 

you’re either dr _________ or _________ md",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1498388393255911425","en","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","0","active","@CDCgov just fyi dr __________ md is redundant 

you’re either dr _________ or _________ md",
"true","false","Editor of The Common Surface on Substack. Writer, musician, parent, amateur scientist, podcaster, prayer. كيلي קלי κέλλυ kɛli 凯莉 केली 켈리","https://pbs.twimg.com/profile_images/1636778054197608453/i8xscJko_normal.jpg","Kelly Em","1585877352432926720","KellyEm33","384","0","1498387536032399361","Wed Jun 14 13:36:56 +0000 2023","nanotech shots have never been proven safe for anyone.   excess deaths continue 20%+ above normal SINCE the rollout of the GMO shots.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1668975813449117697","en","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov nanotech shots have never been proven safe for anyone.   excess deaths continue 20%+ above normal SINCE the rollout of the GMO shots.","24"
"false","true","Anon Senior Researcher for Top 3 Pharma Company","https://pbs.twimg.com/profile_images/1476458115763785732/liSQXLvg_normal.png","Tom Linn","1476458019282161664","TomLinn14","2283","0","1498387536032399361","Wed Jun 14 12:12:04 +0000 2023","#Nuremberg2 We won't let it slide. Believe that","8","19","Nuremberg2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1668954456744919041","en","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov #Nuremberg2 We won't let it slide. Believe that","41"
